GBS Taxon ID,Accession,Group,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
13S053002.250394206,ZM14-006:Tarahumara_Gordo,N. Mexico High,27.7,-107.42,2400,NA,NA,NA,NA
13S053003.250394207,ZM14-006:Tarahumara_Gordo,N. Mexico High,27.7,-107.42,2400,NA,NA,NA,NA
13S057902.250394439,ZM14-010:Tarahumara_Rosari,N. Mexico High,28,-108,2400,NA,NA,NA,NA
13S014002.250394118,ZM13-017:Apachito_Chihuahua,N. Mexico High,29.18525,-108.1295,2408,NA,NA,NA,NA
13S054803.250394426,ZM13-017:Apachito_Chihuahua,N. Mexico High,29.18525,-108.1295,2408,NA,NA,NA,NA
13S054802.250394378,ZM13-017:Apachito_Chihuahua,N. Mexico High,29.18525,-108.1295,2408,NA,NA,NA,NA
13S009901.250394001,ZM19-012:Pepitillo,N. Mexico High,26.33333,-106.6667,3000,NA,NA,NA,NA
13S059905.250394447,ZM19-012:Pepitillo,N. Mexico High,26.33333,-106.6667,3000,61.97308453,64.04367456,226.9100514,-0.09612025
13S009902.250394002,ZM19-012:Pepitillo,N. Mexico High,26.33333,-106.6667,3000,NA,NA,NA,NA
RIMMA0466.1.250049182,Andean:Confite_Puneno,S. America High,-14.31666667,-72.91666667,3600,NA,NA,NA,NA
RIMMA0468.1.250049158,Andean:Sarco,S. America High,-9.383333333,-77.16666667,3150,NA,NA,NA,NA
RIMMA0473.1.250049164,Andean:Sabanero,S. America High,1.083333333,-77.61666667,3104,NA,NA,NA,NA
RIMMA0665.1.250049178,Andean:Racimo_de_Uva,S. America High,-0.916666667,-78.91666667,2931,NA,NA,NA,NA
RIMMA0431.1.250049153,Andean:Perlilla,S. America High,-8.65,-77.08333333,2900,NA,NA,NA,NA
RIMMA0438.1.250049170,Andean:Maranon,S. America High,-8.7,-77.38333333,2820,NA,NA,NA,NA
RIMMA0467.1.250049132,Andean:Paro,S. America High,-13.58333333,-72.91666667,2800,NA,NA,NA,NA
RIMMA0437.1.250049163,Andean:Ancashino,S. America High,-9.266666667,-77.63333333,2688,NA,NA,NA,NA
RIMMA0430.1.250049150,Andean:Sarco,S. America High,-9.166666667,-77.73333333,2585,NA,NA,NA,NA
RIMMA0426.1.250049186,Andean:Rabo_de_Zorro,S. America High,-9.066666667,-77.81666667,2500,NA,NA,NA,NA
RIMMA0465.1.250049154,Andean:Huarmaca,S. America High,-5.566666667,-79.53333333,2300,NA,NA,NA,NA
RIMMA0656.1.250049189,Andean:Culli,S. America High,-23.2,-65.35,2287,NA,NA,NA,NA
RIMMA0657.1.250049201,Andean:Chake_Sara,S. America High,-17.5,-65.66666667,2201,NA,NA,NA,NA
RIMMA0667.1.250049190,Andean:Patillo,S. America High,-21.83333333,-64.13333333,2201,NA,NA,NA,NA
RIMMA0436.1.250049142,Andean:Morocho_Cajabambin,S. America High,-6.15,-77.91666667,2200,NA,NA,NA,NA
RIMMA0661.1.250049123,Andean:Chillo,S. America High,-2.85,-78.66666667,2195,NA,NA,NA,NA
RIMMA0662.1.250049134,Andean:Cuzco,S. America High,0,-78,2195,NA,NA,NA,NA
RIMMA0664.1.250049166,Andean:Blanco_Blandito,S. America High,0.366666667,-78.41666667,2122,NA,NA,NA,NA
RIMMA0663.1.250049144,Andean:Mishca,S. America High,0.433333333,-78.2,2067,NA,NA,NA,NA
RIMMA0658.1.250049115,Andean:Uchuquilla,S. America High,-21.83333333,-64.13333333,1948,NA,NA,NA,NA
RIMMA0464.1.250049114,Andean:Chullpi,S. America High,-12.33333333,-74.7,1800,NA,NA,NA,NA
RIMMA0462.1.250049199,SA_Low:Amagaceno,S. America Low,1.6,-77.15,1700,NA,NA,NA,NA
RIMMA0388.1.250049195,SA_Low:Amagaceno,S. America Low,6.85,-75.28333333,1500,NA,NA,NA,NA
RIMMA0404.1.250049121,SA_Low:Puya_Grande,S. America Low,7.3,-72.51666667,1500,NA,NA,NA,NA
RIMMA0396.1.250049172,SA_Low:Caqueteno,S. America Low,2.583333333,-75.3,1100,NA,NA,NA,NA
RIMMA0691.1.250049116,SA_Low:Cacao,S. America Low,6.55,-73.13333333,1098,NA,NA,NA,NA
RIMMA0708.1.250049192,SA_Low:Yunquillano_F_Anda,S. America Low,-3.5,-78.6,1098,NA,NA,NA,NA
RIMMA0394.2.250049160,SA_Low:Pira,S. America Low,4.783333333,-74.68333333,1000,NA,NA,NA,NA
RIMMA0403.2.250049113,SA_Low:Pira_Naranja,S. America Low,1.25,-77.51666667,1000,NA,NA,NA,NA
RIMMA0428.1.250049198,SA_Low:Aleman,S. America Low,-9.3,-76,700,NA,NA,NA,NA
RIMMA0392.1.250049128,SA_Low:Andaqui,S. America Low,1.75,-75.58333333,555,NA,NA,NA,NA
RIMMA0406.1.250049129,SA_Low:Yucatan,S. America Low,4.966666667,-74.9,450,NA,NA,NA,NA
RIMMA0390.1.250049120,SA_Low:Comun,S. America Low,4.516666667,-75.63333333,353,NA,NA,NA,NA
RIMMA0399.1.250049196,SA_Low:Cariaco,S. America Low,10.18333333,-74.05,250,NA,NA,NA,NA
RIMMA0690.1.250049203,SA_Low:Puya,S. America Low,8.316666667,-73.63333333,250,NA,NA,NA,NA
RIMMA0393.1.250049140,SA_Low:Costeno,S. America Low,8.316666667,-75.15,100,NA,NA,NA,NA
RIMMA0397.1.250049184,SA_Low:Negrito,S. America Low,11.55,-72.91666667,50,NA,NA,NA,NA
RIMMA0395.2.250049141,SA_Low:Negrito,S. America Low,8.5,-77.26666667,30,NA,NA,NA,NA
RIMMA0707.1.250049180,SA_Low:Tuxpeno,S. America Low,-1.066666667,-80.46666667,30,NA,NA,NA,NA
RIMMA0398.1.250049148,SA_Low:Puya,S. America Low,9.433333333,-75.7,27,NA,NA,NA,NA
