SampleID	TaxonID	GID	number	colldate	flowering_season_start	growing_season_start	elevation	latitude	longitude	dist	GR
SEEDGWAS2819	SEEDGWAS2819.MRG.4.250068819	G21206	CIMMYTMA-007649	1967-01-01	6	4	2189	18.9	-97.96666667	2.60138855910543	CIMMYTMA
SEEDGWAS2821	SEEDGWAS2821.MRG.4.250068821	G21218	CIMMYTMA-007669	1967-01-01	7	5	2593	19.33333333	-98.56666667	3.33974388286158	CIMMYTMA
SEEDGWAS2823	SEEDGWAS2823.MRG.4.250068822	G21223	CIMMYTMA-007673	1967-01-01	7	5	2355	19.33333333	-98.48333333	3.2757103050416	CIMMYTMA
SEEDGWAS2824	SEEDGWAS2824.MRG.4.250068823	G21224	CIMMYTMA-007674	1967-01-01	7	5	2355	19.33333333	-98.48333333	3.2757103050416	CIMMYTMA
SEEDGWAS2825	SEEDGWAS2825.MRG.4.250063960	G21227	CIMMYTMA-007689	1967-01-01	7	5	2593	19.33333333	-98.56666667	3.33974388286158	CIMMYTMA
SEEDGWAS2826	SEEDGWAS2826.MRG.4.250068824	G21233	CIMMYTMA-007711	1967-01-01	6	4	2122	18.98333333	-98.16666667	2.80856828938007	CIMMYTMA
SEEDGWAS2827	SEEDGWAS2827.MRG.4.250068825	G21240	CIMMYTMA-007712	1967-01-01	7	5	1924	19.81666667	-97.78333333	3.16227757668428	CIMMYTMA
SEEDGWAS2828	SEEDGWAS2828.MRG.4.250063961	G21241	CIMMYTMA-007713	1967-01-01	7	5	1924	19.81666667	-97.78333333	3.16227757668428	CIMMYTMA
SEEDGWAS2831	SEEDGWAS2831.MRG.4.250068827	G21247	CIMMYTMA-007722	1967-01-01	6	4	2207	19.15	-98.33333333	3.04307049538605	CIMMYTMA
SEEDGWAS2832	SEEDGWAS2832.MRG.4.250068859	G21255	CIMMYTMA-007728	1967-01-01	6	4	2134	18.95	-98.01666667	2.67186996361063	CIMMYTMA
SEEDGWAS2834	SEEDGWAS2834.MRG.4.250068860	G21257	CIMMYTMA-007732	1967-01-01	6	4	2240	18.967821	-97.883367	2.58392521812688	CIMMYTMA
SEEDGWAS2835	SEEDGWAS2835.MRG.4.250068861	G21259	CIMMYTMA-007735	1967-01-01	6	4	2240	18.967821	-97.883367	2.58392521812688	CIMMYTMA
SEEDGWAS2838	SEEDGWAS2838.MRG.4.250063963	G21269	CIMMYTMA-007742	1967-01-01	6	4	2155	19.08333333	-98.28333333	2.9621689191462	CIMMYTMA
SEEDGWAS2839	SEEDGWAS2839.MRG.4.250063964	G21271	CIMMYTMA-007744	1967-01-01	6	4	2240	18.967821	-97.883367	2.58392521812688	CIMMYTMA
SEEDGWAS2841	SEEDGWAS2841.MRG.4.250068862	G21751	CIMMYTMA-008069	1970-01-14	NA	NA	2287	19.65	-102.2666667	6.73805549653939	CIMMYTMA
SEEDGWAS2842	SEEDGWAS2842.MRG.4.250068863	G21775	CIMMYTMA-008082	1970-01-16	7	5	1860	19.901672	-102.389648	6.94623090094548	CIMMYTMA
SEEDGWAS2843	SEEDGWAS2843.MRG.4.250068864	G21777	CIMMYTMA-008086	1970-01-16	7	5	1704	19.9	-102.1666667	6.74046672230081	CIMMYTMA
SEEDGWAS2844	SEEDGWAS2844.MRG.4.250068865	G21779	CIMMYTMA-008087	1970-01-16	7	5	1704	19.9	-102.1666667	6.74046672230081	CIMMYTMA
SEEDGWAS2845	SEEDGWAS2845.MRG.4.250063965	G21783	CIMMYTMA-008088	1970-01-16	7	5	1704	19.9	-102.1666667	6.74046672230081	CIMMYTMA
SEEDGWAS2846	SEEDGWAS2846.MRG.4.250063966	G21785	CIMMYTMA-008089	1970-01-17	7	5	1839	19.2	-101.7	6.05094136294329	CIMMYTMA
SEEDGWAS2847	SEEDGWAS2847.MRG.4.250063967	G21791	CIMMYTMA-008091	1970-01-13	7	5	2114	19.28333333	-101.4833333	5.87546704692961	CIMMYTMA
SEEDGWAS2848	SEEDGWAS2848.MRG.4.250063968	G21804	CIMMYTMA-008093	1970-01-14	7	5	2329	19.82	-101.9	6.46407697183272	CIMMYTMA
SEEDGWAS2852	SEEDGWAS2852.MRG.4.250063969	G22303	CIMMYTMA-008451		7	5	2271	19.83333333	-98.98333333	3.98082210888099	CIMMYTMA
SEEDGWAS2853	SEEDGWAS2853.MRG.4.250063970	G22311	CIMMYTMA-008457		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2854	SEEDGWAS2854.MRG.4.250063971	G22323	CIMMYTMA-008458		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2855	SEEDGWAS2855.MRG.4.250063972	G22324	CIMMYTMA-008459		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2856	SEEDGWAS2856.MRG.4.250068867	G22325	CIMMYTMA-008463		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2857	SEEDGWAS2857.MRG.4.250068868	G22334	CIMMYTMA-008465		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2858	SEEDGWAS2858.MRG.4.250063973	G22336	CIMMYTMA-008472		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2859	SEEDGWAS2859.MRG.4.250063974	G22338	CIMMYTMA-008475		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2860	SEEDGWAS2860.MRG.4.250068869	G22345	CIMMYTMA-008481		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2862	SEEDGWAS2862.MRG.4.250068870	G22355	CIMMYTMA-008487		7	5	2259	19.622791	-98.914614	3.79233977965279	CIMMYTMA
SEEDGWAS2863	SEEDGWAS2863.MRG.4.250068871	G22358	CIMMYTMA-008489		7	5	2259	19.622791	-98.914614	3.79233977965279	CIMMYTMA
SEEDGWAS2864	SEEDGWAS2864.MRG.4.250068872	G22362	CIMMYTMA-008490		7	5	2259	19.622791	-98.914614	3.79233977965279	CIMMYTMA
SEEDGWAS2867	SEEDGWAS2867.MRG.4.250063975	G22367	CIMMYTMA-008492		7	5	2245	19.55	-98.91666667	3.74818480180002	CIMMYTMA
SEEDGWAS2868	SEEDGWAS2868.MRG.4.250063976	G22368	CIMMYTMA-008493		7	5	2244	19.58333333	-99.03333333	3.86051959333919	CIMMYTMA
SEEDGWAS2871	SEEDGWAS2871.MRG.4.250068873	G22398	CIMMYTMA-008505		7	5	2259	19.41666667	-98.88333333	3.64005500810087	CIMMYTMA
SEEDGWAS2872	SEEDGWAS2872.MRG.4.250063977	G22407	CIMMYTMA-008515		7	5	2254	19.309678	-98.876836	3.57114192620931	CIMMYTMA
SEEDGWAS2874	SEEDGWAS2874.MRG.4.250068874	G22411	CIMMYTMA-008518		7	5	2254	19.309678	-98.876836	3.57114192620931	CIMMYTMA
SEEDGWAS2875	SEEDGWAS2875.MRG.4.250068875	G22421	CIMMYTMA-008519		7	5	2247	19.25	-98.88333333	3.54181380127317	CIMMYTMA
SEEDGWAS2876	SEEDGWAS2876.MRG.4.250068876	G22422	CIMMYTMA-008520		7	5	2247	19.25	-98.88333333	3.54181380127317	CIMMYTMA
SEEDGWAS2877	SEEDGWAS2877.MRG.4.250068877	G22424	CIMMYTMA-008549		7	5	2549	19.56	-99.76	4.44459482717807	CIMMYTMA
SEEDGWAS2880	SEEDGWAS2880.MRG.4.250063979	G22429	CIMMYTMA-008561		7	5	2286	19.22	-98.85	3.49730221710649	CIMMYTMA
SEEDGWAS2881	SEEDGWAS2881.MRG.4.250068878	G22435	CIMMYTMA-008571		7	5	2273	19.211077	-98.865944	3.50529847879192	CIMMYTMA
SEEDGWAS2882	SEEDGWAS2882.MRG.4.250068879	G22441	CIMMYTMA-008578		7	5	2328	19.58333333	-98.81666667	3.69173254761383	CIMMYTMA
SEEDGWAS2883	SEEDGWAS2883.MRG.4.250068881	G22444	CIMMYTMA-008580		7	5	2328	19.58333333	-98.81666667	3.69173254761383	CIMMYTMA
SEEDGWAS2884	SEEDGWAS2884.MRG.4.250068882	G22451	CIMMYTMA-008582		7	5	2328	19.58333333	-98.81666667	3.69173254761383	CIMMYTMA
SEEDGWAS2889	SEEDGWAS2889.MRG.4.250068885	G22785	CIMMYTMA-009152	1970-01-14	7	5	2430	19.66666667	-101.9166667	6.41926375673688	CIMMYTMA
SEEDGWAS2890	SEEDGWAS2890.MRG.4.250068886	G22828	CIMMYTMA-009187	1967-01-01	7	5	2229	19.518555	-101.219653	5.71994191464773	CIMMYTMA
SEEDGWAS2892	SEEDGWAS2892.MRG.4.250068887	G23662	CIMMYTMA-010231	1944-01-01	7	5	2033	18.619245	-97.431577	2.0160941767735	CIMMYTMA
SEEDGWAS2896	SEEDGWAS2896.MRG.4.250063982	G23733	CIMMYTMA-010600	1977-01-01	7	5	1820	20.81666667	-102.7333333	7.65000010941177	CIMMYTMA
SEEDGWAS2898	SEEDGWAS2898.MRG.4.250063983	G23776	CIMMYTMA-010627	1971-01-01	7	5	2424	19.43333333	-98.11666667	3.07647885838849	CIMMYTMA
SEEDGWAS2899	SEEDGWAS2899.MRG.4.250063984	G24064	CIMMYTMA-013306	1971-01-01	6	4	2465	19.3	-97.76666667	2.7423630991254	CIMMYTMA
SEEDGWAS2900	SEEDGWAS2900.MRG.4.250068892	G24203	CIMMYTMA-013377	1972-01-01	7	5	2271	19.83333333	-98.98333333	3.98082210888099	CIMMYTMA
SEEDGWAS2901	SEEDGWAS2901.MRG.4.250063985	G24244	CIMMYTMA-013412	1987-12-17	7	5	866	19.757512	-104.186409	8.58756945682542	CIMMYTMA
SEEDGWAS2902	SEEDGWAS2902.MRG.4.250068893	G24275	CIMMYTMA-013676	1961-01-01	7	5	2028	22.63333333	-102.9666667	8.83782912802184	CIMMYTMA
SEEDGWAS2905	SEEDGWAS2905.MRG.4.250068895	G24284	CIMMYTMA-013734	1946-01-01	7	5	1116	25.74	-103.3	11.2330236987989	CIMMYTMA
SEEDGWAS2907	SEEDGWAS2907.MRG.4.250063988	G24372	CIMMYTMA-013927	1975-11-13	6	4	2083	17.45	-97.21666667	1.25521162775233	CIMMYTMA
SEEDGWAS2909	SEEDGWAS2909.MRG.4.250068896	G24399	CIMMYTMA-013967	1974-01-01	7	5	1978	19.812923	-97.381224	2.94866825285874	CIMMYTMA
SEEDGWAS2911	SEEDGWAS2911.MRG.4.250068897	G24445	CIMMYTMA-014028	1971-01-01	7	5	2424	19.43333333	-98.11666667	3.07647885838849	CIMMYTMA
SEEDGWAS2912	SEEDGWAS2912.MRG.4.250068898	G24447	CIMMYTMA-014032	1971-01-01	7	5	2297	19.35	-98.16666667	3.05254903374944	CIMMYTMA
SEEDGWAS2913	SEEDGWAS2913.MRG.4.250068899	G24470	CIMMYTMA-014110	1961-01-01	7	5	2028	22.63333333	-102.9666667	8.83782912802184	CIMMYTMA
SEEDGWAS2914	SEEDGWAS2914.MRG.4.250068900	G25225	CIMMYTMA-015893	1974-03-27	7	5	1578	21.135163	-100.07212	5.66328438570631	CIMMYTMA
SEEDGWAS2915	SEEDGWAS2915.MRG.4.250068901	G25226	CIMMYTMA-015894	1974-03-27	7	5	1578	21.135163	-100.07212	5.66328438570631	CIMMYTMA
SEEDGWAS2916	SEEDGWAS2916.MRG.4.250063990	G25245	CIMMYTMA-015940	1974-01-01	7	5	1757	19.78333333	-97.23333333	2.8548689767756	CIMMYTMA
SEEDGWAS2918	SEEDGWAS2918.MRG.4.250068903	G25260	CIMMYTMA-015998	1974-04-04	7	5	1873	21.36666667	-101.9166667	7.24064541712655	CIMMYTMA
SEEDGWAS2919	SEEDGWAS2919.MRG.4.250068904	G25263	CIMMYTMA-015999	1974-04-04	7	5	1873	21.36666667	-101.9166667	7.24064541712655	CIMMYTMA
SEEDGWAS2921	SEEDGWAS2921.MRG.4.250068905	G25275	CIMMYTMA-016033	1952-01-26	7	5	1447	17.85	-98.27	2.372752970239	CIMMYTMA
SEEDGWAS2923	SEEDGWAS2923.MRG.4.250068907	G25277	CIMMYTMA-016049	1952-01-30	7	5	2007	18.627026	-97.407682	2.00446566014037	CIMMYTMA
SEEDGWAS2924	SEEDGWAS2924.MRG.4.250068908	G25299	CIMMYTMA-016051	1952-01-05	7	5	2043	18.89	-98.57	3.08072872836573	CIMMYTMA
SEEDGWAS2926	SEEDGWAS2926.MRG.4.250068909	G25332	CIMMYTMA-016096	1952-01-30	7	5	1885	19.761657	-97.231739	2.83469427644958	CIMMYTMA
SEEDGWAS2928	SEEDGWAS2928.MRG.4.250063994	G25348	CIMMYTMA-016117	1961-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS2931	SEEDGWAS2931.MRG.4.250068910	G25493	CIMMYTMA-016455	1974-01-01	7	5	2116	21.151459	-100.325052	5.859446386667	CIMMYTMA
SEEDGWAS2932	SEEDGWAS2932.MRG.4.250063996	G25496	CIMMYTMA-016476	1952-01-01	6	4	2474	19.165499	-98.775928	3.40536826176685	CIMMYTMA
SEEDGWAS2935	SEEDGWAS2935.MRG.4.250063997	G25507	CIMMYTMA-016521	1952-01-05	7	5	2043	18.89	-98.57	3.08072872836573	CIMMYTMA
SEEDGWAS2936	SEEDGWAS2936.MRG.4.250068911	G25509	CIMMYTMA-016522	1952-01-05	7	5	2043	18.89	-98.57	3.08072872836573	CIMMYTMA
SEEDGWAS2938	SEEDGWAS2938.MRG.4.250068913	G25519	CIMMYTMA-016551	1962-01-12	7	5	2326	19.73333333	-99.23333333	4.1104879955494	CIMMYTMA
SEEDGWAS2939	SEEDGWAS2939.MRG.4.250068914	G25527	CIMMYTMA-016552	1962-01-12	7	5	2307	19.73749	-99.21872	4.10149699952323	CIMMYTMA
SEEDGWAS2940	SEEDGWAS2940.MRG.4.250063998	G25532	CIMMYTMA-016554	1962-01-15	7	5	2263	19.652634	-98.898542	3.79899707011864	CIMMYTMA
SEEDGWAS2941	SEEDGWAS2941.MRG.4.250068915	G25536	CIMMYTMA-016555	1962-01-16	7	5	2392	19.73333333	-98.73333333	3.72774881551262	CIMMYTMA
SEEDGWAS2943	SEEDGWAS2943.MRG.4.250063999	G25543	CIMMYTMA-016568	1962-01-15	7	5	2259	19.622791	-98.914614	3.79233977965279	CIMMYTMA
SEEDGWAS2945	SEEDGWAS2945.MRG.4.250064000	G25545	CIMMYTMA-016597	1962-01-12	7	5	2392	19.73333333	-99.23333333	4.1104879955494	CIMMYTMA
SEEDGWAS2946	SEEDGWAS2946.MRG.4.250064001	G25551	CIMMYTMA-016610	1944-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS2947	SEEDGWAS2947.MRG.4.250064033	G25560	CIMMYTMA-016633	1944-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS2948	SEEDGWAS2948.MRG.4.250068917	G25572	CIMMYTMA-016636	1952-01-27	7	5	2157	17.476579	-96.934364	0.985907810449334	CIMMYTMA
SEEDGWAS2949	SEEDGWAS2949.MRG.4.250068919	G25585	CIMMYTMA-016652		7	5	2043	23.13333333	-101.1166667	7.83313828143684	CIMMYTMA
SEEDGWAS2950	SEEDGWAS2950.MRG.4.250064034	G26006	CIMMYTMA-017983	1972-01-01	7	5	2271	19.83333333	-98.98333333	3.98082210888099	CIMMYTMA
SEEDGWAS2951	SEEDGWAS2951.MRG.4.250068920	G26044	CIMMYTMA-018008	1962-01-16	7	5	2392	19.73333333	-98.73333333	3.72774881551262	CIMMYTMA
SEEDGWAS2952	SEEDGWAS2952.MRG.4.250068921	G26046	CIMMYTMA-018012	1962-01-17	7	5	2249	19.760847	-98.991083	3.9394684838059	CIMMYTMA
SEEDGWAS2953	SEEDGWAS2953.MRG.4.250068922	G26051	CIMMYTMA-018015	1962-01-17	7	5	2391	19.81666667	-98.88333333	3.89486844424817	CIMMYTMA
SEEDGWAS2954	SEEDGWAS2954.MRG.4.250068923	G26054	CIMMYTMA-018019	1962-01-18	7	5	2250	19.76666667	-99.1	4.02692333002369	CIMMYTMA
SEEDGWAS2955	SEEDGWAS2955.MRG.4.250064035	G26059	CIMMYTMA-018028		7	5	2273	19.521431	-98.857468	3.68409949565982	CIMMYTMA
SEEDGWAS2956	SEEDGWAS2956.MRG.4.250068924	G26060	CIMMYTMA-018030		7	5	2562	19.71666667	-99.93333333	4.67466586581332	CIMMYTMA
SEEDGWAS2961	SEEDGWAS2961.MRG.4.250064036	G26077	CIMMYTMA-018088	1974-04-01	7	5	1894	20.474247	-99.927547	5.11553042549802	CIMMYTMA
SEEDGWAS2962	SEEDGWAS2962.MRG.4.250064037	G26080	CIMMYTMA-018097	1971-01-01	6	4	2218	19.21666667	-98.23333333	3.01039867210311	CIMMYTMA
SEEDGWAS2963	SEEDGWAS2963.MRG.4.250068926	G26086	CIMMYTMA-018103	1971-01-01	6	4	2207	19.16666667	-98.21666667	2.96484029832228	CIMMYTMA
SEEDGWAS2964	SEEDGWAS2964.MRG.4.250068927	G26088	CIMMYTMA-018107	1971-01-01	6	4	2240	19.25	-98.3	3.08243233141913	CIMMYTMA
SEEDGWAS2966	SEEDGWAS2966.MRG.4.250064038	G26097	CIMMYTMA-018123	1971-01-01	6	4	2492	19.31666667	-97.91666667	2.85443123819015	CIMMYTMA
SEEDGWAS2967	SEEDGWAS2967.MRG.4.250068928	G26099	CIMMYTMA-018138	1972-01-01	7	5	2681	18.9	-97.31666667	2.14741441376476	CIMMYTMA
SEEDGWAS2968	SEEDGWAS2968.MRG.4.250064039	G26105	CIMMYTMA-018155	1974-01-01	7	5	1888	19.76666667	-97.25	2.84726950004546	CIMMYTMA
SEEDGWAS2970	SEEDGWAS2970.MRG.4.250068929	G26161	CIMMYTMA-018286	1952-01-25	6	4	2188	17.66666667	-97.48333333	1.5660461975945	CIMMYTMA
SEEDGWAS2971	SEEDGWAS2971.MRG.4.250064040	G26164	CIMMYTMA-018292	1975-12-03	6	4	2079	17.45	-97.28333333	1.32077444966547	CIMMYTMA
SEEDGWAS2972	SEEDGWAS2972.MRG.4.250064041	G26166	CIMMYTMA-018293	1976-01-07	6	4	2098	17.467088	-97.575639	1.6118774999599	CIMMYTMA
SEEDGWAS2973	SEEDGWAS2973.MRG.4.250064043	G26167	CIMMYTMA-018294	1976-01-07	6	4	2173	17.46666667	-97.56666667	1.60294895288521	CIMMYTMA
SEEDGWAS2974	SEEDGWAS2974.MRG.4.250068930	G26255	CIMMYTMA-018357	1943-01-01	7	5	2360	19.046412	-98.805501	3.36342072676747	CIMMYTMA
SEEDGWAS2975	SEEDGWAS2975.MRG.4.250064044	G26259	CIMMYTMA-018366	1954-01-01	7	5	2418	19.97	-99.52	4.48205935678879	CIMMYTMA
SEEDGWAS2976	SEEDGWAS2976.MRG.4.250064045	G26265	CIMMYTMA-018380	1962-01-15	7	5	2259	19.622791	-98.914614	3.79233977965279	CIMMYTMA
SEEDGWAS2977	SEEDGWAS2977.MRG.4.250068931	G26270	CIMMYTMA-018392	1972-01-01	6	4	2501	19.12	-98.75	3.35814276018426	CIMMYTMA
SEEDGWAS2979	SEEDGWAS2979.MRG.4.250064047	G26328	CIMMYTMA-018457	1974-04-02	7	5	1853	20.926311	-101.284292	6.47005602189169	CIMMYTMA
SEEDGWAS2980	SEEDGWAS2980.MRG.4.250064048	G26353	CIMMYTMA-018564	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS2983	SEEDGWAS2983.MRG.4.250064049	G26368	CIMMYTMA-018569	1974-01-01	7	5	1787	18.691454	-97.091068	1.84447106932964	CIMMYTMA
SEEDGWAS2987	SEEDGWAS2987.MRG.4.250064052	G26893	CIMMYTMA-019362	1975-11-04	6	4	2187	17.53333333	-97.35	1.40287428283672	CIMMYTMA
SEEDGWAS2990	SEEDGWAS2990.MRG.4.250068934	G26909	CIMMYTMA-019417	1971-01-01	7	5	2563	19.567345	-98.513073	3.45329864438105	CIMMYTMA
SEEDGWAS2991	SEEDGWAS2991.MRG.4.250064053	G26915	CIMMYTMA-019423	1975-12-03	6	4	2083	17.45	-97.28333333	1.32077444966547	CIMMYTMA
SEEDGWAS2995	SEEDGWAS2995.MRG.4.250064054	G26935	CIMMYTMA-019471		7	5	2324	19.05	-99.95	4.36984633342844	CIMMYTMA
SEEDGWAS2996	SEEDGWAS2996.MRG.4.250064055	G26936	CIMMYTMA-019472		7	5	1891	19.199446	-100.121334	4.58851444792778	CIMMYTMA
SEEDGWAS2998	SEEDGWAS2998.MRG.4.250068936	G26943	CIMMYTMA-019502	1971-01-01	6	4	2278	19.25	-98.23333333	3.03264646371598	CIMMYTMA
SEEDGWAS2999	SEEDGWAS2999.MRG.4.250068937	G26948	CIMMYTMA-019507	1971-01-01	6	4	2551	19.2	-97.9	2.75811931898858	CIMMYTMA
SEEDGWAS300	SEEDGWAS300.MRG.4.250059061	G16777	CIMMYTMA-005477	1952-01-24	7	5	298	21.399889	-98.712616	4.99483052719239	CIMMYTMA
SEEDGWAS3000	SEEDGWAS3000.MRG.4.250068938	G26956	CIMMYTMA-019517	1972-01-01	7	5	2220	20.15	-98.2	3.67669077810169	CIMMYTMA
SEEDGWAS3001	SEEDGWAS3001.MRG.4.250068939	G26958	CIMMYTMA-019518	1972-01-01	7	5	2220	20.15	-98.2	3.67669077810169	CIMMYTMA
SEEDGWAS3005	SEEDGWAS3005.MRG.4.250068940	G27008	CIMMYTMA-019870	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3007	SEEDGWAS3007.MRG.4.250064059	G27015	CIMMYTMA-019929	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3008	SEEDGWAS3008.MRG.4.250064061	G27029	CIMMYTMA-019955	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS301	SEEDGWAS301.MRG.4.250059062	G16780	CIMMYTMA-005480	1952-01-27	7	5	84	21.432765	-98.8731	5.11138294983784	CIMMYTMA
SEEDGWAS3010	SEEDGWAS3010.MRG.4.250064062	G27043	CIMMYTMA-019974	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3011	SEEDGWAS3011.MRG.4.250064063	G27044	CIMMYTMA-019975	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3017	SEEDGWAS3017.MRG.4.250064067	G27234	CIMMYTMA-020796	1972-01-01	7	5	2220	20.15	-98.2	3.67669077810169	CIMMYTMA
SEEDGWAS3018	SEEDGWAS3018.MRG.4.250068942	G27247	CIMMYTMA-020799	1971-01-01	6	4	2240	19.25	-98.3	3.08243233141913	CIMMYTMA
SEEDGWAS3019	SEEDGWAS3019.MRG.4.250068943	G27276	CIMMYTMA-020844	1978-01-01	7	5	1881	21.342764	-101.908382	7.22017188893796	CIMMYTMA
SEEDGWAS3020	SEEDGWAS3020.MRG.4.250068944	G27294	CIMMYTMA-020914	1972-01-01	7	5	2220	20.15	-98.2	3.67669077810169	CIMMYTMA
SEEDGWAS3021	SEEDGWAS3021.MRG.4.250064068	G27295	CIMMYTMA-020924	1971-01-01	6	4	2245	19.13333333	-98.2	2.93039628880544	CIMMYTMA
SEEDGWAS3023	SEEDGWAS3023.MRG.4.250064069	G27302	CIMMYTMA-020962	1972-01-01	7	5	2360	19.046412	-98.805501	3.36342072676747	CIMMYTMA
SEEDGWAS3025	SEEDGWAS3025.MRG.4.250064070	G27308	CIMMYTMA-020973	1978-01-05	7	5	1895	21.340408	-101.877563	7.193551774192	CIMMYTMA
SEEDGWAS3037	SEEDGWAS3037.MRG.4.250068947	G28072	CIMMYTMA-023310	1972-01-01	7	5	2156	22.95	-102.6666667	8.80556963713561	CIMMYTMA
SEEDGWAS3039	SEEDGWAS3039.MRG.4.250064073	G28084	CIMMYTMA-023330	1971-01-01	6	4	2492	19.31666667	-97.91666667	2.85443123819015	CIMMYTMA
SEEDGWAS3040	SEEDGWAS3040.MRG.4.250068949	G28088	CIMMYTMA-023331	1972-01-01	7	5	2274	22.875871	-102.622283	8.72366018458513	CIMMYTMA
SEEDGWAS3042	SEEDGWAS3042.MRG.4.250068950	G28107	CIMMYTMA-023348	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3043	SEEDGWAS3043.MRG.4.250064074	G28117	CIMMYTMA-023359	1971-01-01	6	4	2184	19.16666667	-98.23333333	2.97741501944223	CIMMYTMA
SEEDGWAS3047	SEEDGWAS3047.MRG.4.250068953	G28143	CIMMYTMA-023372	1971-01-01	7	5	2541	19.606107	-98.118071	3.20414260641501	CIMMYTMA
SEEDGWAS3048	SEEDGWAS3048.MRG.4.250064075	G28150	CIMMYTMA-023380	1972-01-01	7	5	2286	19.22	-98.85	3.49730221710649	CIMMYTMA
SEEDGWAS3049	SEEDGWAS3049.MRG.4.250064076	G28175	CIMMYTMA-023392	1974-03-31	7	5	1933	21.16666667	-100.9333333	6.33285088747558	CIMMYTMA
SEEDGWAS3050	SEEDGWAS3050.MRG.4.250064077	G28178	CIMMYTMA-023394	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3052	SEEDGWAS3052.MRG.4.250064079	G28182	CIMMYTMA-023398	1978-01-01	7	5	1815	20.81666667	-102.7333333	7.65000010941177	CIMMYTMA
SEEDGWAS3053	SEEDGWAS3053.MRG.4.250068954	G28185	CIMMYTMA-023400	1974-01-01	7	5	1888	19.76666667	-97.25	2.84726950004546	CIMMYTMA
SEEDGWAS3054	SEEDGWAS3054.MRG.4.250068986	G28189	CIMMYTMA-023408	1974-01-01	7	5	1784	19.86666667	-97.46666667	3.03690253836961	CIMMYTMA
SEEDGWAS3055	SEEDGWAS3055.MRG.4.250068987	G28206	CIMMYTMA-023420	1974-03-31	7	5	1933	21.16666667	-100.9333333	6.33285088747558	CIMMYTMA
SEEDGWAS3056	SEEDGWAS3056.MRG.4.250064080	G28216	CIMMYTMA-023422	1972-01-01	7	5	2334	19.88333333	-98.81666667	3.8908725243975	CIMMYTMA
SEEDGWAS3057	SEEDGWAS3057.MRG.4.250064081	G28228	CIMMYTMA-023430	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3060	SEEDGWAS3060.MRG.4.250068988	G28245	CIMMYTMA-023487	1971-01-01	7	5	2563	19.567345	-98.513073	3.45329864438105	CIMMYTMA
SEEDGWAS3061	SEEDGWAS3061.MRG.4.250068989	G28246	CIMMYTMA-023495	1972-01-01	7	5	2247	19.25	-98.88333333	3.54181380127317	CIMMYTMA
SEEDGWAS3062	SEEDGWAS3062.MRG.4.250068990	G28247	CIMMYTMA-023503	1971-01-01	6	4	2184	19.16666667	-98.23333333	2.97741501944223	CIMMYTMA
SEEDGWAS3063	SEEDGWAS3063.MRG.4.250064082	G28268	CIMMYTMA-023513	1974-01-01	7	5	1888	19.76666667	-97.25	2.84726950004546	CIMMYTMA
SEEDGWAS3064	SEEDGWAS3064.MRG.4.250064083	G28270	CIMMYTMA-023516	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
SEEDGWAS3065	SEEDGWAS3065.MRG.4.250064084	G28271	CIMMYTMA-023518	1974-01-01	7	5	1888	19.76666667	-97.25	2.84726950004546	CIMMYTMA
SEEDGWAS3066	SEEDGWAS3066.MRG.4.250064085	G28273	CIMMYTMA-023519	1974-01-01	7	5	1837	19.86666667	-97.58333333	3.09556122649839	CIMMYTMA
